simulation_id,ID,averageCellCycleDuration_tumour,averageCellCycleDuration_stroma,chi_macrophageToCSF,chi_macrophageToCXCL12,chi_tumourCellToEGF,macrophagePhenotypeIncrementPerHour,distanceToBloodVessel,numberOfBloodVessels,halfMaximalExtravasationCsf1Conc,maximumProbOfExtravasationPerHour,tgfThresholdForPhenotypeSwitch,iterationNumber
AWS_ParameterSweep_24072021/509,509,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,8
AWS_ParameterSweep_24072021/510,510,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,9
AWS_ParameterSweep_24072021/511,511,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,0
AWS_ParameterSweep_24072021/512,512,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,1
AWS_ParameterSweep_24072021/513,513,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,2
AWS_ParameterSweep_24072021/514,514,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,3
AWS_ParameterSweep_24072021/515,515,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,4
AWS_ParameterSweep_24072021/516,516,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,5
AWS_ParameterSweep_24072021/517,517,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,6
AWS_ParameterSweep_24072021/518,518,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,7
AWS_ParameterSweep_24072021/519,519,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,8
AWS_ParameterSweep_24072021/520,520,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.5,9
AWS_ParameterSweep_24072021/521,521,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,0
AWS_ParameterSweep_24072021/522,522,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,1
AWS_ParameterSweep_24072021/523,523,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,2
AWS_ParameterSweep_24072021/524,524,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,3
AWS_ParameterSweep_24072021/525,525,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,4
AWS_ParameterSweep_24072021/526,526,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,5
AWS_ParameterSweep_24072021/527,527,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,6
AWS_ParameterSweep_24072021/528,528,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,7
AWS_ParameterSweep_24072021/529,529,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,8
AWS_ParameterSweep_24072021/530,530,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.05,9
AWS_ParameterSweep_24072021/531,531,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,0
AWS_ParameterSweep_24072021/532,532,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,1
AWS_ParameterSweep_24072021/533,533,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,2
AWS_ParameterSweep_24072021/534,534,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,3
AWS_ParameterSweep_24072021/535,535,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,4
AWS_ParameterSweep_24072021/536,536,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,5
AWS_ParameterSweep_24072021/537,537,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,6
AWS_ParameterSweep_24072021/538,538,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,7
AWS_ParameterSweep_24072021/539,539,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,8
AWS_ParameterSweep_24072021/540,540,24,32,1.5,3,3,0.01,17,35,0.9,0.075,0.5,9
AWS_ParameterSweep_24072021/541,541,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,0
AWS_ParameterSweep_24072021/542,542,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,1
AWS_ParameterSweep_24072021/543,543,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,2
AWS_ParameterSweep_24072021/544,544,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,3
AWS_ParameterSweep_24072021/545,545,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,4
AWS_ParameterSweep_24072021/546,546,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,5
AWS_ParameterSweep_24072021/547,547,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,6
AWS_ParameterSweep_24072021/548,548,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,7
AWS_ParameterSweep_24072021/549,549,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,8
AWS_ParameterSweep_24072021/550,550,24,32,2,3,3,0.01,17,35,0.1,0.075,0.05,9
AWS_ParameterSweep_24072021/551,551,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,0
AWS_ParameterSweep_24072021/552,552,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,1
AWS_ParameterSweep_24072021/553,553,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,2
AWS_ParameterSweep_24072021/554,554,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,3
AWS_ParameterSweep_24072021/555,555,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,4
AWS_ParameterSweep_24072021/556,556,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,5
AWS_ParameterSweep_24072021/557,557,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,6
AWS_ParameterSweep_24072021/558,558,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,7
AWS_ParameterSweep_24072021/559,559,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,8
AWS_ParameterSweep_24072021/560,560,24,32,2,3,3,0.01,17,35,0.1,0.075,0.5,9
AWS_ParameterSweep_24072021/561,561,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,0
AWS_ParameterSweep_24072021/562,562,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,1
AWS_ParameterSweep_24072021/563,563,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,2
AWS_ParameterSweep_24072021/564,564,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,3
AWS_ParameterSweep_24072021/565,565,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,4
AWS_ParameterSweep_24072021/566,566,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,5
AWS_ParameterSweep_24072021/567,567,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,6
AWS_ParameterSweep_24072021/568,568,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,7
AWS_ParameterSweep_24072021/569,569,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,8
AWS_ParameterSweep_24072021/570,570,24,32,2,3,3,0.01,17,35,0.2,0.075,0.05,9
AWS_ParameterSweep_24072021/571,571,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,0
AWS_ParameterSweep_24072021/572,572,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,1
AWS_ParameterSweep_24072021/573,573,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,2
AWS_ParameterSweep_24072021/574,574,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,3
AWS_ParameterSweep_24072021/575,575,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,4
AWS_ParameterSweep_24072021/576,576,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,5
AWS_ParameterSweep_24072021/577,577,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,6
AWS_ParameterSweep_24072021/578,578,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,7
AWS_ParameterSweep_24072021/579,579,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,8
AWS_ParameterSweep_24072021/580,580,24,32,2,3,3,0.01,17,35,0.2,0.075,0.5,9
AWS_ParameterSweep_24072021/581,581,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,0
AWS_ParameterSweep_24072021/582,582,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,1
AWS_ParameterSweep_24072021/583,583,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,2
AWS_ParameterSweep_24072021/584,584,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,3
AWS_ParameterSweep_24072021/585,585,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,4
AWS_ParameterSweep_24072021/586,586,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,5
AWS_ParameterSweep_24072021/587,587,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,6
AWS_ParameterSweep_24072021/588,588,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,7
AWS_ParameterSweep_24072021/589,589,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,8
AWS_ParameterSweep_24072021/590,590,24,32,2,3,3,0.01,17,35,0.3,0.075,0.05,9
AWS_ParameterSweep_24072021/591,591,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,0
AWS_ParameterSweep_24072021/592,592,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,1
AWS_ParameterSweep_24072021/593,593,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,2
AWS_ParameterSweep_24072021/594,594,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,3
AWS_ParameterSweep_24072021/595,595,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,4
AWS_ParameterSweep_24072021/596,596,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,5
AWS_ParameterSweep_24072021/597,597,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,6
AWS_ParameterSweep_24072021/598,598,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,7
AWS_ParameterSweep_24072021/599,599,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,8
AWS_ParameterSweep_24072021/600,600,24,32,2,3,3,0.01,17,35,0.3,0.075,0.5,9
AWS_ParameterSweep_24072021/601,601,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,0
AWS_ParameterSweep_24072021/602,602,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,1
AWS_ParameterSweep_24072021/603,603,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,2
AWS_ParameterSweep_24072021/604,604,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,3
AWS_ParameterSweep_24072021/605,605,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,4
AWS_ParameterSweep_24072021/606,606,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,5
AWS_ParameterSweep_24072021/607,607,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,6
AWS_ParameterSweep_24072021/608,608,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,7
AWS_ParameterSweep_24072021/609,609,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,8
AWS_ParameterSweep_24072021/610,610,24,32,2,3,3,0.01,17,35,0.4,0.075,0.05,9
AWS_ParameterSweep_24072021/611,611,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,0
AWS_ParameterSweep_24072021/612,612,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,1
AWS_ParameterSweep_24072021/613,613,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,2
AWS_ParameterSweep_24072021/614,614,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,3
AWS_ParameterSweep_24072021/615,615,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,4
AWS_ParameterSweep_24072021/616,616,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,5
AWS_ParameterSweep_24072021/617,617,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,6
AWS_ParameterSweep_24072021/618,618,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,7
AWS_ParameterSweep_24072021/619,619,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,8
AWS_ParameterSweep_24072021/620,620,24,32,2,3,3,0.01,17,35,0.4,0.075,0.5,9
AWS_ParameterSweep_24072021/621,621,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,0
AWS_ParameterSweep_24072021/622,622,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,1
AWS_ParameterSweep_24072021/623,623,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,2
AWS_ParameterSweep_24072021/624,624,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,3
AWS_ParameterSweep_24072021/625,625,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,4
AWS_ParameterSweep_24072021/626,626,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,5
AWS_ParameterSweep_24072021/627,627,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,6
AWS_ParameterSweep_24072021/628,628,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,7
AWS_ParameterSweep_24072021/629,629,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,8
AWS_ParameterSweep_24072021/630,630,24,32,2,3,3,0.01,17,35,0.5,0.075,0.05,9
AWS_ParameterSweep_24072021/631,631,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,0
AWS_ParameterSweep_24072021/632,632,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,1
AWS_ParameterSweep_24072021/633,633,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,2
AWS_ParameterSweep_24072021/634,634,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,3
AWS_ParameterSweep_24072021/635,635,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,4
AWS_ParameterSweep_24072021/636,636,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,5
AWS_ParameterSweep_24072021/637,637,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,6
AWS_ParameterSweep_24072021/638,638,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,7
AWS_ParameterSweep_24072021/639,639,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,8
AWS_ParameterSweep_24072021/640,640,24,32,2,3,3,0.01,17,35,0.5,0.075,0.5,9
AWS_ParameterSweep_24072021/641,641,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,0
AWS_ParameterSweep_24072021/642,642,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,1
AWS_ParameterSweep_24072021/643,643,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,2
AWS_ParameterSweep_24072021/644,644,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,3
AWS_ParameterSweep_24072021/645,645,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,4
AWS_ParameterSweep_24072021/646,646,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,5
AWS_ParameterSweep_24072021/647,647,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,6
AWS_ParameterSweep_24072021/648,648,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,7
AWS_ParameterSweep_24072021/649,649,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,8
AWS_ParameterSweep_24072021/650,650,24,32,2,3,3,0.01,17,35,0.6,0.075,0.05,9
AWS_ParameterSweep_24072021/651,651,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,0
AWS_ParameterSweep_24072021/652,652,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,1
AWS_ParameterSweep_24072021/653,653,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,2
AWS_ParameterSweep_24072021/654,654,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,3
AWS_ParameterSweep_24072021/655,655,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,4
AWS_ParameterSweep_24072021/656,656,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,5
AWS_ParameterSweep_24072021/657,657,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,6
AWS_ParameterSweep_24072021/658,658,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,7
AWS_ParameterSweep_24072021/659,659,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,8
AWS_ParameterSweep_24072021/660,660,24,32,2,3,3,0.01,17,35,0.6,0.075,0.5,9
AWS_ParameterSweep_24072021/661,661,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,0
AWS_ParameterSweep_24072021/662,662,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,1
AWS_ParameterSweep_24072021/663,663,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,2
AWS_ParameterSweep_24072021/664,664,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,3
AWS_ParameterSweep_24072021/665,665,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,4
AWS_ParameterSweep_24072021/666,666,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,5
AWS_ParameterSweep_24072021/667,667,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,6
AWS_ParameterSweep_24072021/668,668,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,7
AWS_ParameterSweep_24072021/669,669,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,8
AWS_ParameterSweep_24072021/670,670,24,32,2,3,3,0.01,17,35,0.7,0.075,0.05,9
AWS_ParameterSweep_24072021/671,671,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,0
AWS_ParameterSweep_24072021/672,672,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,1
AWS_ParameterSweep_24072021/673,673,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,2
AWS_ParameterSweep_24072021/674,674,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,3
AWS_ParameterSweep_24072021/675,675,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,4
AWS_ParameterSweep_24072021/676,676,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,5
AWS_ParameterSweep_24072021/677,677,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,6
AWS_ParameterSweep_24072021/678,678,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,7
AWS_ParameterSweep_24072021/679,679,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,8
AWS_ParameterSweep_24072021/680,680,24,32,2,3,3,0.01,17,35,0.7,0.075,0.5,9
AWS_ParameterSweep_24072021/681,681,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,0
AWS_ParameterSweep_24072021/682,682,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,1
AWS_ParameterSweep_24072021/683,683,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,2
AWS_ParameterSweep_24072021/684,684,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,3
AWS_ParameterSweep_24072021/685,685,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,4
AWS_ParameterSweep_24072021/686,686,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,5
AWS_ParameterSweep_24072021/687,687,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,6
AWS_ParameterSweep_24072021/688,688,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,7
AWS_ParameterSweep_24072021/689,689,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,8
AWS_ParameterSweep_24072021/690,690,24,32,2,3,3,0.01,17,35,0.8,0.075,0.05,9
AWS_ParameterSweep_24072021/691,691,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,0
AWS_ParameterSweep_24072021/692,692,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,1
AWS_ParameterSweep_24072021/693,693,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,2
AWS_ParameterSweep_24072021/694,694,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,3
AWS_ParameterSweep_24072021/695,695,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,4
AWS_ParameterSweep_24072021/696,696,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,5
AWS_ParameterSweep_24072021/697,697,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,6
AWS_ParameterSweep_24072021/698,698,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,7
AWS_ParameterSweep_24072021/699,699,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,8
AWS_ParameterSweep_24072021/700,700,24,32,2,3,3,0.01,17,35,0.8,0.075,0.5,9
AWS_ParameterSweep_24072021/701,701,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,0
AWS_ParameterSweep_24072021/702,702,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,1
AWS_ParameterSweep_24072021/703,703,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,2
AWS_ParameterSweep_24072021/704,704,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,3
AWS_ParameterSweep_24072021/705,705,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,4
AWS_ParameterSweep_24072021/706,706,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,5
AWS_ParameterSweep_24072021/707,707,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,6
AWS_ParameterSweep_24072021/708,708,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,7
AWS_ParameterSweep_24072021/709,709,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,8
AWS_ParameterSweep_24072021/710,710,24,32,2,3,3,0.01,17,35,0.9,0.075,0.05,9
AWS_ParameterSweep_24072021/711,711,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,0
AWS_ParameterSweep_24072021/712,712,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,1
AWS_ParameterSweep_24072021/713,713,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,2
AWS_ParameterSweep_24072021/714,714,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,3
AWS_ParameterSweep_24072021/715,715,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,4
AWS_ParameterSweep_24072021/716,716,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,5
AWS_ParameterSweep_24072021/717,717,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,6
AWS_ParameterSweep_24072021/718,718,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,7
AWS_ParameterSweep_24072021/719,719,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,8
AWS_ParameterSweep_24072021/720,720,24,32,2,3,3,0.01,17,35,0.9,0.075,0.5,9
AWS_ParameterSweep_24072021/721,721,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,0
AWS_ParameterSweep_24072021/722,722,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,1
AWS_ParameterSweep_24072021/723,723,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,2
AWS_ParameterSweep_24072021/724,724,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,3
AWS_ParameterSweep_24072021/725,725,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,4
AWS_ParameterSweep_24072021/726,726,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,5
AWS_ParameterSweep_24072021/727,727,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,6
AWS_ParameterSweep_24072021/728,728,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,7
AWS_ParameterSweep_24072021/729,729,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,8
AWS_ParameterSweep_24072021/730,730,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.05,9
AWS_ParameterSweep_24072021/731,731,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,0
AWS_ParameterSweep_24072021/732,732,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,1
AWS_ParameterSweep_24072021/733,733,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,2
AWS_ParameterSweep_24072021/734,734,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,3
AWS_ParameterSweep_24072021/735,735,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,4
AWS_ParameterSweep_24072021/736,736,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,5
AWS_ParameterSweep_24072021/737,737,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,6
AWS_ParameterSweep_24072021/738,738,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,7
AWS_ParameterSweep_24072021/739,739,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,8
AWS_ParameterSweep_24072021/740,740,24,32,2.5,3,3,0.01,17,35,0.1,0.075,0.5,9
AWS_ParameterSweep_24072021/741,741,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,0
AWS_ParameterSweep_24072021/742,742,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,1
AWS_ParameterSweep_24072021/743,743,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,2
AWS_ParameterSweep_24072021/744,744,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,3
AWS_ParameterSweep_24072021/745,745,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,4
AWS_ParameterSweep_24072021/746,746,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,5
AWS_ParameterSweep_24072021/747,747,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,6
AWS_ParameterSweep_24072021/748,748,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,7
AWS_ParameterSweep_24072021/749,749,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,8
AWS_ParameterSweep_24072021/750,750,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.05,9
AWS_ParameterSweep_24072021/751,751,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,0
AWS_ParameterSweep_24072021/752,752,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,1
AWS_ParameterSweep_24072021/753,753,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,2
AWS_ParameterSweep_24072021/754,754,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,3
AWS_ParameterSweep_24072021/755,755,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,4
AWS_ParameterSweep_24072021/756,756,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,5
AWS_ParameterSweep_24072021/757,757,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,6
AWS_ParameterSweep_24072021/758,758,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,7
AWS_ParameterSweep_24072021/759,759,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,8
AWS_ParameterSweep_24072021/760,760,24,32,2.5,3,3,0.01,17,35,0.2,0.075,0.5,9
AWS_ParameterSweep_24072021/761,761,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,0
AWS_ParameterSweep_24072021/762,762,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,1
AWS_ParameterSweep_24072021/763,763,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,2
AWS_ParameterSweep_24072021/764,764,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,3
AWS_ParameterSweep_24072021/765,765,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,4
AWS_ParameterSweep_24072021/766,766,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,5
AWS_ParameterSweep_24072021/767,767,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,6
AWS_ParameterSweep_24072021/768,768,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,7
AWS_ParameterSweep_24072021/769,769,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,8
AWS_ParameterSweep_24072021/770,770,24,32,2.5,3,3,0.01,17,35,0.3,0.075,0.05,9
