simulation_id,ID,averageCellCycleDuration_tumour,averageCellCycleDuration_stroma,chi_macrophageToCSF,chi_macrophageToCXCL12,chi_tumourCellToEGF,macrophagePhenotypeIncrementPerHour,distanceToBloodVessel,numberOfBloodVessels,halfMaximalExtravasationCsf1Conc,maximumProbOfExtravasationPerHour,tgfThresholdForPhenotypeSwitch,iterationNumber
AWS_ParameterSweep_24072021/249,249,24,32,1,3,3,0.01,17,35,0.4,0.075,0.05,8
AWS_ParameterSweep_24072021/250,250,24,32,1,3,3,0.01,17,35,0.4,0.075,0.05,9
AWS_ParameterSweep_24072021/251,251,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,0
AWS_ParameterSweep_24072021/252,252,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,1
AWS_ParameterSweep_24072021/253,253,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,2
AWS_ParameterSweep_24072021/254,254,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,3
AWS_ParameterSweep_24072021/255,255,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,4
AWS_ParameterSweep_24072021/256,256,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,5
AWS_ParameterSweep_24072021/257,257,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,6
AWS_ParameterSweep_24072021/258,258,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,7
AWS_ParameterSweep_24072021/259,259,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,8
AWS_ParameterSweep_24072021/260,260,24,32,1,3,3,0.01,17,35,0.4,0.075,0.5,9
AWS_ParameterSweep_24072021/261,261,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,0
AWS_ParameterSweep_24072021/262,262,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,1
AWS_ParameterSweep_24072021/263,263,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,2
AWS_ParameterSweep_24072021/264,264,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,3
AWS_ParameterSweep_24072021/265,265,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,4
AWS_ParameterSweep_24072021/266,266,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,5
AWS_ParameterSweep_24072021/267,267,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,6
AWS_ParameterSweep_24072021/268,268,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,7
AWS_ParameterSweep_24072021/269,269,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,8
AWS_ParameterSweep_24072021/270,270,24,32,1,3,3,0.01,17,35,0.5,0.075,0.05,9
AWS_ParameterSweep_24072021/271,271,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,0
AWS_ParameterSweep_24072021/272,272,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,1
AWS_ParameterSweep_24072021/273,273,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,2
AWS_ParameterSweep_24072021/274,274,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,3
AWS_ParameterSweep_24072021/275,275,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,4
AWS_ParameterSweep_24072021/276,276,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,5
AWS_ParameterSweep_24072021/277,277,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,6
AWS_ParameterSweep_24072021/278,278,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,7
AWS_ParameterSweep_24072021/279,279,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,8
AWS_ParameterSweep_24072021/280,280,24,32,1,3,3,0.01,17,35,0.5,0.075,0.5,9
AWS_ParameterSweep_24072021/281,281,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,0
AWS_ParameterSweep_24072021/282,282,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,1
AWS_ParameterSweep_24072021/283,283,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,2
AWS_ParameterSweep_24072021/284,284,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,3
AWS_ParameterSweep_24072021/285,285,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,4
AWS_ParameterSweep_24072021/286,286,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,5
AWS_ParameterSweep_24072021/287,287,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,6
AWS_ParameterSweep_24072021/288,288,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,7
AWS_ParameterSweep_24072021/289,289,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,8
AWS_ParameterSweep_24072021/290,290,24,32,1,3,3,0.01,17,35,0.6,0.075,0.05,9
AWS_ParameterSweep_24072021/291,291,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,0
AWS_ParameterSweep_24072021/292,292,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,1
AWS_ParameterSweep_24072021/293,293,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,2
AWS_ParameterSweep_24072021/294,294,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,3
AWS_ParameterSweep_24072021/295,295,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,4
AWS_ParameterSweep_24072021/296,296,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,5
AWS_ParameterSweep_24072021/297,297,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,6
AWS_ParameterSweep_24072021/298,298,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,7
AWS_ParameterSweep_24072021/299,299,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,8
AWS_ParameterSweep_24072021/300,300,24,32,1,3,3,0.01,17,35,0.6,0.075,0.5,9
AWS_ParameterSweep_24072021/301,301,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,0
AWS_ParameterSweep_24072021/302,302,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,1
AWS_ParameterSweep_24072021/303,303,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,2
AWS_ParameterSweep_24072021/304,304,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,3
AWS_ParameterSweep_24072021/305,305,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,4
AWS_ParameterSweep_24072021/306,306,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,5
AWS_ParameterSweep_24072021/307,307,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,6
AWS_ParameterSweep_24072021/308,308,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,7
AWS_ParameterSweep_24072021/309,309,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,8
AWS_ParameterSweep_24072021/310,310,24,32,1,3,3,0.01,17,35,0.7,0.075,0.05,9
AWS_ParameterSweep_24072021/311,311,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,0
AWS_ParameterSweep_24072021/312,312,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,1
AWS_ParameterSweep_24072021/313,313,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,2
AWS_ParameterSweep_24072021/314,314,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,3
AWS_ParameterSweep_24072021/315,315,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,4
AWS_ParameterSweep_24072021/316,316,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,5
AWS_ParameterSweep_24072021/317,317,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,6
AWS_ParameterSweep_24072021/318,318,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,7
AWS_ParameterSweep_24072021/319,319,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,8
AWS_ParameterSweep_24072021/320,320,24,32,1,3,3,0.01,17,35,0.7,0.075,0.5,9
AWS_ParameterSweep_24072021/321,321,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,0
AWS_ParameterSweep_24072021/322,322,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,1
AWS_ParameterSweep_24072021/323,323,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,2
AWS_ParameterSweep_24072021/324,324,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,3
AWS_ParameterSweep_24072021/325,325,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,4
AWS_ParameterSweep_24072021/326,326,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,5
AWS_ParameterSweep_24072021/327,327,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,6
AWS_ParameterSweep_24072021/328,328,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,7
AWS_ParameterSweep_24072021/329,329,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,8
AWS_ParameterSweep_24072021/330,330,24,32,1,3,3,0.01,17,35,0.8,0.075,0.05,9
AWS_ParameterSweep_24072021/331,331,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,0
AWS_ParameterSweep_24072021/332,332,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,1
AWS_ParameterSweep_24072021/333,333,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,2
AWS_ParameterSweep_24072021/334,334,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,3
AWS_ParameterSweep_24072021/335,335,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,4
AWS_ParameterSweep_24072021/336,336,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,5
AWS_ParameterSweep_24072021/337,337,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,6
AWS_ParameterSweep_24072021/338,338,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,7
AWS_ParameterSweep_24072021/339,339,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,8
AWS_ParameterSweep_24072021/340,340,24,32,1,3,3,0.01,17,35,0.8,0.075,0.5,9
AWS_ParameterSweep_24072021/341,341,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,0
AWS_ParameterSweep_24072021/342,342,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,1
AWS_ParameterSweep_24072021/343,343,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,2
AWS_ParameterSweep_24072021/344,344,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,3
AWS_ParameterSweep_24072021/345,345,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,4
AWS_ParameterSweep_24072021/346,346,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,5
AWS_ParameterSweep_24072021/347,347,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,6
AWS_ParameterSweep_24072021/348,348,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,7
AWS_ParameterSweep_24072021/349,349,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,8
AWS_ParameterSweep_24072021/350,350,24,32,1,3,3,0.01,17,35,0.9,0.075,0.05,9
AWS_ParameterSweep_24072021/351,351,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,0
AWS_ParameterSweep_24072021/352,352,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,1
AWS_ParameterSweep_24072021/353,353,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,2
AWS_ParameterSweep_24072021/354,354,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,3
AWS_ParameterSweep_24072021/355,355,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,4
AWS_ParameterSweep_24072021/356,356,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,5
AWS_ParameterSweep_24072021/357,357,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,6
AWS_ParameterSweep_24072021/358,358,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,7
AWS_ParameterSweep_24072021/359,359,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,8
AWS_ParameterSweep_24072021/360,360,24,32,1,3,3,0.01,17,35,0.9,0.075,0.5,9
AWS_ParameterSweep_24072021/361,361,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,0
AWS_ParameterSweep_24072021/362,362,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,1
AWS_ParameterSweep_24072021/363,363,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,2
AWS_ParameterSweep_24072021/364,364,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,3
AWS_ParameterSweep_24072021/365,365,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,4
AWS_ParameterSweep_24072021/366,366,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,5
AWS_ParameterSweep_24072021/367,367,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,6
AWS_ParameterSweep_24072021/368,368,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,7
AWS_ParameterSweep_24072021/369,369,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,8
AWS_ParameterSweep_24072021/370,370,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.05,9
AWS_ParameterSweep_24072021/371,371,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,0
AWS_ParameterSweep_24072021/372,372,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,1
AWS_ParameterSweep_24072021/373,373,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,2
AWS_ParameterSweep_24072021/374,374,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,3
AWS_ParameterSweep_24072021/375,375,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,4
AWS_ParameterSweep_24072021/376,376,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,5
AWS_ParameterSweep_24072021/377,377,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,6
AWS_ParameterSweep_24072021/378,378,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,7
AWS_ParameterSweep_24072021/379,379,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,8
AWS_ParameterSweep_24072021/380,380,24,32,1.5,3,3,0.01,17,35,0.1,0.075,0.5,9
AWS_ParameterSweep_24072021/381,381,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,0
AWS_ParameterSweep_24072021/382,382,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,1
AWS_ParameterSweep_24072021/383,383,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,2
AWS_ParameterSweep_24072021/384,384,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,3
AWS_ParameterSweep_24072021/385,385,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,4
AWS_ParameterSweep_24072021/386,386,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,5
AWS_ParameterSweep_24072021/387,387,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,6
AWS_ParameterSweep_24072021/388,388,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,7
AWS_ParameterSweep_24072021/389,389,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,8
AWS_ParameterSweep_24072021/390,390,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.05,9
AWS_ParameterSweep_24072021/391,391,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,0
AWS_ParameterSweep_24072021/392,392,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,1
AWS_ParameterSweep_24072021/393,393,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,2
AWS_ParameterSweep_24072021/394,394,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,3
AWS_ParameterSweep_24072021/395,395,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,4
AWS_ParameterSweep_24072021/396,396,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,5
AWS_ParameterSweep_24072021/397,397,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,6
AWS_ParameterSweep_24072021/398,398,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,7
AWS_ParameterSweep_24072021/399,399,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,8
AWS_ParameterSweep_24072021/400,400,24,32,1.5,3,3,0.01,17,35,0.2,0.075,0.5,9
AWS_ParameterSweep_24072021/401,401,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,0
AWS_ParameterSweep_24072021/402,402,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,1
AWS_ParameterSweep_24072021/403,403,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,2
AWS_ParameterSweep_24072021/404,404,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,3
AWS_ParameterSweep_24072021/405,405,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,4
AWS_ParameterSweep_24072021/406,406,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,5
AWS_ParameterSweep_24072021/407,407,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,6
AWS_ParameterSweep_24072021/408,408,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,7
AWS_ParameterSweep_24072021/409,409,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,8
AWS_ParameterSweep_24072021/410,410,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.05,9
AWS_ParameterSweep_24072021/411,411,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,0
AWS_ParameterSweep_24072021/412,412,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,1
AWS_ParameterSweep_24072021/413,413,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,2
AWS_ParameterSweep_24072021/414,414,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,3
AWS_ParameterSweep_24072021/415,415,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,4
AWS_ParameterSweep_24072021/416,416,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,5
AWS_ParameterSweep_24072021/417,417,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,6
AWS_ParameterSweep_24072021/418,418,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,7
AWS_ParameterSweep_24072021/419,419,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,8
AWS_ParameterSweep_24072021/420,420,24,32,1.5,3,3,0.01,17,35,0.3,0.075,0.5,9
AWS_ParameterSweep_24072021/421,421,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,0
AWS_ParameterSweep_24072021/422,422,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,1
AWS_ParameterSweep_24072021/423,423,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,2
AWS_ParameterSweep_24072021/424,424,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,3
AWS_ParameterSweep_24072021/425,425,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,4
AWS_ParameterSweep_24072021/426,426,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,5
AWS_ParameterSweep_24072021/427,427,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,6
AWS_ParameterSweep_24072021/428,428,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,7
AWS_ParameterSweep_24072021/429,429,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,8
AWS_ParameterSweep_24072021/430,430,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.05,9
AWS_ParameterSweep_24072021/431,431,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,0
AWS_ParameterSweep_24072021/432,432,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,1
AWS_ParameterSweep_24072021/433,433,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,2
AWS_ParameterSweep_24072021/434,434,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,3
AWS_ParameterSweep_24072021/435,435,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,4
AWS_ParameterSweep_24072021/436,436,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,5
AWS_ParameterSweep_24072021/437,437,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,6
AWS_ParameterSweep_24072021/438,438,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,7
AWS_ParameterSweep_24072021/439,439,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,8
AWS_ParameterSweep_24072021/440,440,24,32,1.5,3,3,0.01,17,35,0.4,0.075,0.5,9
AWS_ParameterSweep_24072021/441,441,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,0
AWS_ParameterSweep_24072021/442,442,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,1
AWS_ParameterSweep_24072021/443,443,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,2
AWS_ParameterSweep_24072021/444,444,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,3
AWS_ParameterSweep_24072021/445,445,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,4
AWS_ParameterSweep_24072021/446,446,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,5
AWS_ParameterSweep_24072021/447,447,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,6
AWS_ParameterSweep_24072021/448,448,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,7
AWS_ParameterSweep_24072021/449,449,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,8
AWS_ParameterSweep_24072021/450,450,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.05,9
AWS_ParameterSweep_24072021/451,451,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,0
AWS_ParameterSweep_24072021/452,452,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,1
AWS_ParameterSweep_24072021/453,453,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,2
AWS_ParameterSweep_24072021/454,454,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,3
AWS_ParameterSweep_24072021/455,455,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,4
AWS_ParameterSweep_24072021/456,456,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,5
AWS_ParameterSweep_24072021/457,457,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,6
AWS_ParameterSweep_24072021/458,458,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,7
AWS_ParameterSweep_24072021/459,459,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,8
AWS_ParameterSweep_24072021/460,460,24,32,1.5,3,3,0.01,17,35,0.5,0.075,0.5,9
AWS_ParameterSweep_24072021/461,461,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,0
AWS_ParameterSweep_24072021/462,462,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,1
AWS_ParameterSweep_24072021/463,463,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,2
AWS_ParameterSweep_24072021/464,464,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,3
AWS_ParameterSweep_24072021/465,465,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,4
AWS_ParameterSweep_24072021/466,466,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,5
AWS_ParameterSweep_24072021/467,467,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,6
AWS_ParameterSweep_24072021/468,468,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,7
AWS_ParameterSweep_24072021/469,469,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,8
AWS_ParameterSweep_24072021/470,470,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.05,9
AWS_ParameterSweep_24072021/471,471,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,0
AWS_ParameterSweep_24072021/472,472,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,1
AWS_ParameterSweep_24072021/473,473,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,2
AWS_ParameterSweep_24072021/474,474,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,3
AWS_ParameterSweep_24072021/475,475,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,4
AWS_ParameterSweep_24072021/476,476,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,5
AWS_ParameterSweep_24072021/477,477,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,6
AWS_ParameterSweep_24072021/478,478,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,7
AWS_ParameterSweep_24072021/479,479,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,8
AWS_ParameterSweep_24072021/480,480,24,32,1.5,3,3,0.01,17,35,0.6,0.075,0.5,9
AWS_ParameterSweep_24072021/481,481,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,0
AWS_ParameterSweep_24072021/482,482,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,1
AWS_ParameterSweep_24072021/483,483,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,2
AWS_ParameterSweep_24072021/484,484,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,3
AWS_ParameterSweep_24072021/485,485,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,4
AWS_ParameterSweep_24072021/486,486,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,5
AWS_ParameterSweep_24072021/487,487,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,6
AWS_ParameterSweep_24072021/488,488,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,7
AWS_ParameterSweep_24072021/489,489,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,8
AWS_ParameterSweep_24072021/490,490,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.05,9
AWS_ParameterSweep_24072021/491,491,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,0
AWS_ParameterSweep_24072021/492,492,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,1
AWS_ParameterSweep_24072021/493,493,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,2
AWS_ParameterSweep_24072021/494,494,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,3
AWS_ParameterSweep_24072021/495,495,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,4
AWS_ParameterSweep_24072021/496,496,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,5
AWS_ParameterSweep_24072021/497,497,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,6
AWS_ParameterSweep_24072021/498,498,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,7
AWS_ParameterSweep_24072021/499,499,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,8
AWS_ParameterSweep_24072021/500,500,24,32,1.5,3,3,0.01,17,35,0.7,0.075,0.5,9
AWS_ParameterSweep_24072021/501,501,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,0
AWS_ParameterSweep_24072021/502,502,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,1
AWS_ParameterSweep_24072021/503,503,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,2
AWS_ParameterSweep_24072021/504,504,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,3
AWS_ParameterSweep_24072021/505,505,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,4
AWS_ParameterSweep_24072021/506,506,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,5
AWS_ParameterSweep_24072021/507,507,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,6
AWS_ParameterSweep_24072021/508,508,24,32,1.5,3,3,0.01,17,35,0.8,0.075,0.05,7
